RECID	HHOLDID	NOVEH	NOIND	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	H13	H14	H15	H17	H18	H19	H20	H21	H22	H23	H24	H25	H26	H27	H28	H29	H30	H31	H32	H33	H34	H35	H36
1	178	0	2	1	4	1	3	10	3	1	4	3	3	1	1	1	1	1	2	1	8	1	3	3	1	10	4	2	4	3	1	2	3	3	3	4	5	1
1	179	0	4	5	9	1	3	10	3	2	4	3	2	1	1	1	1	1	2	1	8	6	9	6	1	9	5	5	9	3	2	1	3	15	14	14	14	15
1	180	0	6	4	7	1	3	10	3	1	4	3	3	1	1	1	1	2	1	1	7	1	11	1	5	10	3	3	4	1	4	1	3	1	1	1	1	1
1	181	0	2	3	6	1	3	10	3	1	4	3	3	1	1	1	1	1	1	1	8	1	4	5	1	9	6	4	7	4	1	2	3	2	2	1	1	2
1	182	0	4	4	9	1	3	10	3	2	4	2	2	1	1	1	1	1	2	1	8	6	9	6	6	18	13	4	13	8	2	1	3	15	14	14	14	15
1	183	0	1	5	2	1	3	10	3	2	4	3	1	1	1	1	1	1	2	1	8	1	1	1	4	18	1	6	14	1	1	2	3	15	14	14	14	15
1	184	1	4	2	6	1	3	10	3	2	3	2	2	2	1	1	2	1	8	4	3	6	8	3	6	18	13	3	13	8	3	1	3	15	14	14	14	15
1	185	0	2	6	3	1	3	10	3	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	18	1	8	2	2	1	2	3	1	1	1	1	1
1	186	1	2	3	1	1	3	10	3	1	3	3	3	2	1	1	2	1	8	4	3	2	4	6	1	4	8	5	9	5	1	2	3	11	13	12	6	7
1	187	4	4	6	9	1	3	10	3	1	3	3	3	3	1	3	4	3	8	4	1	2	8	5	1	2	6	4	7	2	3	2	3	14	13	12	7	12
1	188	0	5	4	7	1	1	10	3	2	4	3	2	1	1	1	1	4	1	1	7	3	11	5	1	6	4	4	5	2	3	2	3	15	14	14	14	15
1	189	0	1	7	3	1	1	10	3	1	4	3	3	1	1	1	1	1	2	1	8	2	1	3	1	9	4	2	4	5	1	2	3	9	10	9	9	5
1	190	1	1	6	10	1	1	10	3	1	3	3	3	2	1	1	2	1	8	4	3	2	1	1	3	18	9	6	9	7	1	2	3	6	7	8	1	5
1	191	1	4	1	11	1	1	10	3	2	3	3	2	2	1	1	2	1	8	4	3	3	10	6	1	15	4	5	9	3	1	2	3	15	14	14	14	15
1	192	0	2	5	25	1	7	6	3	2	4	2	3	1	1	1	1	1	8	4	8	6	5	1	6	18	13	8	13	8	1	2	3	10	13	7	9	8
1	193	0	1	4	7	1	7	6	3	1	4	3	3	1	1	1	1	1	3	1	8	1	1	3	1	6	3	4	3	4	1	2	3	7	11	7	6	4
1	194	0	2	3	7	1	7	6	3	1	4	3	3	1	1	1	1	1	8	4	8	2	5	1	3	18	2	7	2	2	1	2	3	3	5	3	4	1
1	195	0	1	1	11	1	7	10	1	1	4	3	3	1	1	1	1	1	3	1	8	1	1	1	3	18	1	6	1	2	1	2	1	1	1	1	1	1
1	196	0	3	7	5	1	7	6	3	1	4	3	3	1	1	1	1	1	3	1	8	1	6	6	1	9	6	6	8	4	2	2	3	4	4	3	3	4
1	197	0	2	2	25	1	7	10	1	2	4	2	3	1	1	1	1	2	2	1	7	6	3	5	1	9	3	2	13	8	1	2	1	11	13	8	3	5
1	198	0	2	6	25	1	7	10	1	1	4	3	3	1	1	1	1	2	8	4	7	1	5	1	3	18	2	7	2	2	1	2	1	11	13	8	7	11
1	199	0	4	3	25	1	4	10	4	1	4	3	3	1	1	1	1	1	3	1	8	1	8	6	1	9	5	5	8	3	3	2	4	8	9	6	7	3
1	200	0	1	2	25	1	4	10	4	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	18	1	8	1	2	1	2	4	5	5	7	1	11
1	201	0	1	4	25	1	4	10	4	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	8	14	1	1	2	4	4	4	3	2	1
1	202	0	1	6	25	1	4	10	4	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	18	1	8	1	2	1	2	4	1	1	1	1	1
1	203	0	1	1	25	1	4	10	4	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	18	1	8	1	2	1	2	4	3	3	4	1	1
1	204	0	2	5	3	1	4	10	4	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	18	1	8	2	2	1	2	4	2	2	2	1	2
1	205	0	1	6	10	1	9	5	4	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	7	14	1	1	2	4	7	11	9	10	8
1	206	0	2	6	8	1	9	5	4	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	18	3	8	3	2	1	2	4	8	11	10	1	1
1	207	0	2	7	3	1	7	10	1	2	4	2	1	1	1	1	1	1	8	4	8	6	5	3	6	18	13	7	13	8	1	2	1	15	14	14	14	15
1	208	0	2	6	1	1	7	10	1	2	4	2	1	1	1	1	1	1	8	4	8	6	5	1	6	18	13	7	13	8	1	2	1	15	14	14	14	15
1	209	0	1	3	25	1	4	10	4	1	4	3	3	1	1	1	1	1	3	1	8	1	1	3	1	10	3	5	3	4	1	2	4	1	1	1	1	1
1	210	0	2	7	25	1	4	10	4	1	4	3	3	1	1	1	1	1	2	1	8	1	4	3	1	8	8	5	8	5	1	2	4	10	12	6	9	4
1	211	0	2	1	25	1	4	10	4	1	4	3	3	1	1	1	1	1	8	4	8	2	5	1	3	18	1	7	1	1	1	2	4	1	1	1	1	1
1	212	1	1	7	25	1	4	10	4	2	3	3	1	2	1	1	2	1	8	4	3	2	1	3	1	9	6	5	6	6	1	2	4	15	14	14	14	15
1	213	0	1	4	25	1	7	1	9	1	4	3	3	1	1	1	1	1	8	4	8	2	2	2	2	9	2	7	2	3	1	2	9	10	12	8	8	9
1	214	1	5	4	25	1	7	1	9	2	3	3	2	2	1	1	2	3	8	4	3	3	12	5	1	9	7	3	8	2	3	1	9	15	14	14	14	15
1	215	0	5	7	25	1	7	1	9	2	4	3	1	1	1	1	1	1	2	1	8	1	11	3	1	10	6	2	6	2	3	1	9	15	14	14	14	15
1	216	0	1	6	25	1	10	1	9	1	4	3	3	1	1	1	1	1	4	1	8	1	1	3	1	10	13	5	13	8	1	2	9	6	6	4	8	6
1	217	0	1	3	5	1	10	1	9	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	8	14	1	1	2	9	1	1	1	1	1
1	218	0	5	5	9	1	10	1	9	1	4	3	3	1	1	1	1	1	3	1	8	1	11	3	1	9	4	4	4	1	4	1	9	6	7	4	8	4
1	219	0	2	5	9	1	10	1	9	1	4	3	3	1	1	1	1	1	8	4	8	1	4	1	4	18	2	5	2	2	2	2	9	8	11	7	8	4
1	220	1	2	1	1	1	2	7	10	1	3	3	3	2	1	1	2	1	8	4	3	2	4	6	1	10	5	5	9	5	1	2	10	11	13	12	7	9
1	221	1	2	3	3	1	2	7	10	1	3	3	3	2	1	1	2	4	8	4	3	2	4	5	1	1	9	5	10	6	1	2	10	10	13	11	8	4
1	222	1	1	4	8	1	2	7	10	1	3	3	3	2	1	1	2	1	8	4	3	1	1	3	1	1	5	5	5	5	1	2	10	7	9	7	1	3
1	223	1	2	7	10	1	2	7	10	1	3	3	3	2	1	1	2	1	8	4	3	2	3	6	1	6	6	2	10	6	1	2	10	11	13	11	1	8
1	224	1	5	6	1	1	2	7	10	2	3	3	2	2	1	1	2	2	8	4	3	2	11	3	1	9	6	3	6	2	3	1	10	15	14	14	14	15
1	225	1	3	6	2	1	2	7	10	2	1	2	1	1	1	2	2	2	8	4	9	6	6	6	6	18	13	5	13	8	2	2	10	15	14	14	14	15
1	226	1	2	2	5	1	7	1	10	1	3	3	3	2	1	1	2	1	8	4	3	2	4	3	1	1	10	5	10	6	1	2	10	8	10	9	1	1
1	227	1	2	7	15	1	7	7	10	1	3	3	3	2	1	1	2	1	8	4	3	2	4	3	1	4	9	5	9	5	1	2	10	9	11	11	1	11
1	228	0	2	7	2	1	7	7	10	1	4	3	3	1	1	1	1	2	8	4	7	1	5	1	3	18	1	8	1	1	1	2	10	8	10	7	8	1
1	229	0	1	1	1	1	7	7	10	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	18	2	8	2	3	1	2	10	3	3	2	2	1
1	230	0	1	3	25	1	2	8	10	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	7	14	1	1	2	10	1	1	1	1	1
1	231	1	2	4	6	1	2	8	10	1	3	3	3	2	1	1	2	1	8	4	3	3	4	2	3	18	6	6	7	4	1	2	10	8	10	9	1	1
1	232	1	1	7	16	1	2	8	10	1	3	3	3	2	1	1	2	1	8	4	3	2	1	2	2	12	8	4	8	7	1	2	10	10	12	11	1	5
1	233	1	2	4	6	1	2	8	10	1	3	3	3	1	2	1	2	2	8	4	5	1	4	5	1	11	3	6	4	3	1	2	10	9	12	11	8	5
1	234	0	2	5	7	1	2	8	10	1	4	3	3	1	1	1	1	1	8	4	8	2	5	2	2	15	1	7	1	1	1	2	10	9	10	12	1	6
1	235	1	1	2	11	1	2	8	10	1	3	3	3	2	1	1	2	1	8	4	3	2	2	1	4	18	1	7	14	1	1	2	10	9	11	7	1	3
1	236	1	2	5	1	1	6	2	6	1	3	3	3	2	1	1	2	1	8	4	3	2	4	5	1	1	12	6	12	7	1	2	6	13	13	13	6	8
1	237	1	2	1	14	1	6	2	6	2	1	2	1	2	1	1	2	1	8	4	9	6	4	3	4	18	13	6	13	8	1	2	6	15	14	14	14	15
1	238	0	1	3	6	1	6	2	6	2	4	3	1	1	1	1	1	1	8	4	8	1	2	2	2	18	13	8	13	8	1	2	6	15	14	14	14	15
1	239	2	6	3	6	1	1	8	6	1	3	3	3	3	1	1	3	1	8	4	2	3	12	3	5	18	2	5	9	2	3	1	6	10	12	12	3	9
1	240	0	1	4	5	1	1	8	6	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	3	8	3	4	1	2	6	7	8	2	1	3
1	241	1	2	4	25	1	1	8	6	2	1	1	1	2	1	1	2	1	8	4	9	6	4	6	6	18	13	3	13	8	1	2	6	15	14	14	14	15
1	242	3	4	6	9	1	1	8	6	2	2	2	2	2	2	2	4	1	8	4	9	6	10	7	6	18	13	5	13	8	1	2	6	15	14	14	14	15
1	243	0	2	5	25	1	1	8	6	1	4	3	3	1	1	1	1	1	2	1	8	1	4	5	2	11	13	5	13	8	1	2	6	11	13	11	9	8
1	244	0	1	3	25	1	1	8	6	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	7	14	1	1	2	6	2	2	2	1	1
1	245	1	2	1	2	1	6	9	7	1	3	3	3	2	1	1	2	1	8	4	3	2	5	1	3	18	1	7	1	1	1	2	7	7	9	9	1	5
1	246	1	1	3	25	1	1	9	11	1	3	3	3	2	1	1	2	1	8	4	3	2	1	1	5	18	13	5	13	8	1	2	11	6	6	8	1	1
1	247	0	3	1	3	1	1	9	11	1	4	3	3	1	1	1	1	1	8	4	8	1	7	1	3	18	1	8	3	2	1	2	11	10	13	9	10	11
1	248	0	1	3	25	1	1	9	11	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	3	8	3	4	1	2	11	4	4	4	1	1
1	249	1	2	3	5	1	1	9	11	1	3	3	3	2	1	1	2	1	8	4	3	2	4	6	1	12	13	6	13	8	1	2	11	15	14	14	14	15
1	250	0	4	5	2	1	1	9	11	2	4	3	2	1	1	1	1	4	2	1	7	1	8	3	1	8	6	3	13	8	3	1	11	15	14	14	14	15
1	251	0	2	4	2	1	1	9	11	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	4	18	2	7	2	2	1	2	11	3	3	3	5	1
1	252	1	4	7	4	1	1	9	11	1	3	3	3	2	1	1	2	2	8	4	3	3	8	3	1	9	6	3	6	2	3	1	11	14	13	12	7	12
1	253	1	3	1	1	1	1	9	11	1	3	3	3	2	1	1	2	2	8	4	3	2	6	5	1	6	7	2	8	3	2	1	11	11	13	9	14	6
1	254	2	3	4	6	1	1	9	11	1	3	3	3	2	2	1	3	3	8	4	3	2	7	5	1	6	5	6	8	3	1	2	11	12	13	11	2	9
1	255	2	2	7	2	1	1	9	11	1	3	3	3	2	1	2	3	1	8	4	2	3	4	6	1	9	5	4	8	5	1	2	11	8	9	10	1	8
1	256	2	1	7	1	1	1	9	11	1	3	3	3	2	2	1	3	1	8	4	3	2	1	3	1	5	5	3	5	5	1	2	11	9	11	10	1	13
1	257	1	4	5	1	1	1	9	11	1	3	3	3	2	1	1	2	2	8	4	3	3	8	3	1	2	13	3	13	8	3	1	11	11	13	9	1	12
1	258	1	4	6	2	1	1	9	11	2	3	3	2	2	1	1	2	1	8	4	3	2	8	5	1	6	8	3	9	3	3	1	11	15	14	14	14	15
1	259	1	2	5	3	1	1	9	11	1	3	3	3	2	1	1	2	1	8	4	3	2	4	2	2	5	1	4	2	2	1	2	11	10	12	12	1	10
1	260	0	1	3	25	1	4	10	11	2	4	3	1	1	1	1	1	2	2	1	7	1	1	3	1	9	4	5	4	5	1	2	11	15	14	14	14	15
1	261	0	2	5	9	1	4	10	11	1	4	3	3	1	1	1	1	1	8	4	8	1	5	1	3	18	13	8	13	8	1	2	11	4	4	6	1	9
1	262	3	5	2	4	1	4	10	11	1	3	3	3	4	1	1	4	3	8	4	1	5	12	7	1	14	8	4	11	4	2	2	11	14	13	12	4	12
1	263	1	2	1	2	1	4	10	11	1	3	3	3	2	1	1	2	1	8	4	3	3	3	6	1	4	8	2	10	6	1	2	11	11	13	8	1	1
1	264	2	3	1	5	1	1	8	6	1	3	3	3	2	1	2	3	1	8	4	2	2	7	3	1	14	3	5	4	2	1	2	6	9	10	9	1	11
1	265	1	2	1	2	1	7	6	3	1	3	3	3	2	1	1	2	1	8	4	3	2	5	6	1	2	7	9	10	6	1	3	3	12	13	11	2	9
1	266	1	3	1	5	1	7	6	3	2	3	3	2	2	1	1	2	1	8	4	3	3	7	1	3	18	3	7	3	2	1	2	3	15	14	14	14	15
1	267	1	2	5	8	1	7	6	3	1	3	3	3	2	1	1	2	1	8	4	3	2	3	6	1	5	7	2	10	6	1	2	3	11	13	8	3	5
1	268	0	8	2	25	1	3	10	3	2	4	3	2	1	1	1	1	1	2	1	8	1	11	3	5	9	2	5	3	1	4	1	3	15	14	14	14	15
1	269	1	1	7	5	1	1	10	3	1	3	3	3	1	1	2	2	1	8	4	4	2	1	3	1	12	5	5	5	5	1	2	3	6	6	8	1	7
1	270	0	1	2	4	1	1	10	3	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	8	14	1	1	2	3	1	1	1	1	1
1	271	0	4	5	25	1	1	10	3	1	4	3	3	1	1	1	1	3	1	1	7	1	10	7	4	18	1	5	9	3	1	2	3	15	14	14	14	15
1	272	0	1	3	6	1	1	10	3	2	4	3	1	1	1	1	1	1	1	1	8	1	1	1	4	18	1	6	14	1	1	2	3	15	14	14	14	15
1	273	0	3	7	25	1	10	1	9	2	4	3	2	1	1	1	1	1	8	4	8	1	7	3	3	18	1	7	3	2	1	2	9	15	14	14	14	15
1	274	0	1	1	4	1	10	1	9	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	18	1	7	1	2	1	2	9	2	2	2	2	1
1	275	2	5	3	25	1	7	1	10	1	3	3	3	3	1	1	3	3	8	4	2	2	11	3	1	4	9	3	9	3	3	1	10	2	2	2	2	2
1	276	1	7	7	25	1	2	8	10	1	3	3	3	2	1	1	2	4	8	4	3	3	11	7	1	12	5	4	5	1	4	1	10	14	13	13	1	12
1	277	3	4	5	3	1	6	2	6	2	3	2	2	4	1	1	4	1	8	4	1	6	10	7	1	1	13	4	13	8	1	2	6	15	14	14	14	15
1	278	0	2	1	25	1	6	2	6	2	4	2	3	1	1	1	1	1	8	4	8	6	5	1	3	18	1	8	13	8	1	2	6	1	1	1	1	1
1	279	1	6	2	4	1	6	9	7	2	3	3	1	2	1	1	2	4	8	4	3	3	11	6	1	10	4	3	7	2	4	1	7	15	14	14	14	15
1	280	0	1	4	5	1	6	9	7	1	4	3	3	1	1	1	1	2	8	4	7	1	2	1	3	18	13	8	13	8	1	2	7	7	8	4	7	3
1	281	0	1	1	25	1	2	8	10	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	3	18	3	8	3	4	1	2	10	1	1	1	1	1
1	282	2	7	7	3	1	2	7	10	2	1	2	2	2	1	2	3	2	8	4	9	6	11	5	6	18	13	3	13	8	4	1	10	15	14	14	14	15
1	283	0	2	7	2	1	7	10	1	1	4	3	3	1	1	1	1	1	1	1	8	1	4	6	1	9	4	4	7	4	1	2	1	12	13	10	3	9
1	284	2	2	5	25	1	4	10	11	2	2	2	1	3	1	1	3	1	8	4	9	6	4	3	6	18	13	5	13	8	1	2	11	15	14	14	14	15
1	285	1	3	5	25	1	7	1	9	1	3	3	3	2	1	1	2	1	8	4	3	2	6	6	1	1	6	3	10	5	2	1	9	10	12	11	8	11
1	286	0	2	5	10	1	7	1	9	1	4	3	3	1	1	1	1	2	2	1	7	1	4	5	2	11	1	5	9	5	1	2	9	11	13	8	10	8
1	287	1	2	2	18	1	7	1	9	2	3	3	1	2	1	1	2	1	8	4	3	2	5	1	3	18	1	7	2	2	1	2	9	15	14	14	14	15
1	288	1	3	7	25	1	7	1	9	2	1	2	1	2	1	1	2	2	8	4	9	6	7	3	3	18	2	7	13	8	1	2	9	15	14	14	14	15
1	289	0	1	1	2	1	7	10	1	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	1	8	14	1	1	2	1	1	1	1	1	1
1	290	1	4	4	7	1	6	2	6	1	3	3	3	2	1	1	2	2	8	4	3	2	8	3	1	2	8	3	8	3	3	1	6	14	13	13	1	10
1	291	1	3	6	11	1	6	2	6	1	3	3	3	2	1	1	2	2	8	4	3	6	6	6	1	5	9	3	11	5	2	1	6	12	13	8	3	5
1	292	2	3	6	9	1	6	2	6	1	3	3	3	2	2	1	3	2	8	4	3	6	7	7	1	10	13	6	13	8	1	2	6	15	14	14	14	15
1	293	2	2	3	6	1	6	2	6	1	3	3	3	3	1	1	3	1	8	4	2	3	4	1	4	18	8	5	11	7	1	2	6	8	10	8	1	1
1	294	1	2	7	25	1	6	2	6	1	3	3	3	2	1	1	2	1	8	4	3	2	3	6	1	4	13	2	13	8	1	2	6	15	14	14	14	15
1	295	1	2	6	2	1	6	2	6	1	3	3	3	2	1	1	2	1	8	4	3	2	4	3	1	4	13	5	13	8	1	2	6	9	10	9	1	10
1	296	0	2	7	10	1	6	2	6	1	4	3	3	1	1	1	1	2	2	1	7	3	3	6	1	5	5	2	9	5	1	2	6	15	14	14	14	15
1	297	4	3	2	4	1	6	2	6	1	3	3	3	4	1	2	4	1	8	4	1	4	7	3	3	18	8	6	11	5	1	2	6	14	13	13	1	14
1	298	2	4	6	2	1	6	2	6	1	3	3	3	3	1	1	3	1	8	4	2	3	8	3	1	6	8	4	8	3	3	1	6	14	13	13	2	14
1	299	1	3	6	9	1	7	1	10	1	3	3	3	2	1	1	2	1	8	4	3	3	6	3	1	1	10	4	10	5	2	1	10	14	13	12	9	12
1	300	4	5	1	4	1	2	7	10	1	3	3	3	4	1	2	4	1	8	4	1	5	12	7	5	18	1	8	8	2	1	2	10	14	13	13	1	14
1	301	2	3	5	7	1	7	10	1	1	3	3	3	3	1	1	3	1	8	4	2	3	7	6	1	2	6	3	13	8	1	2	1	14	13	11	4	14
1	302	1	2	5	8	1	7	10	1	1	3	3	3	2	1	1	2	3	8	4	3	3	4	6	1	1	7	4	10	6	1	2	1	15	14	14	14	15
1	303	1	1	3	25	1	7	10	1	1	3	3	3	2	1	1	2	1	8	4	3	2	1	3	1	4	5	6	5	5	1	2	1	10	12	10	9	15
1	304	0	3	2	4	1	7	10	1	1	4	3	3	1	1	1	1	1	2	1	8	2	6	3	1	14	3	3	3	2	2	1	1	7	8	9	1	4
1	305	0	2	1	4	1	7	10	1	1	4	3	3	1	1	1	1	1	2	1	8	1	4	3	1	9	2	6	2	2	1	2	1	12	13	6	1	12
1	306	0	5	7	25	1	7	10	1	2	4	3	2	1	1	1	1	2	3	1	7	1	11	3	1	11	4	3	4	1	3	1	1	15	14	14	14	15
1	307	1	4	6	4	1	7	10	1	2	3	3	2	2	1	1	2	1	8	4	3	2	8	3	1	9	5	2	5	2	3	1	1	15	14	14	14	15
1	308	1	3	4	5	1	7	10	1	2	3	2	2	2	1	1	2	3	8	4	3	6	7	4	2	18	13	4	13	8	1	2	1	15	14	14	14	15
1	309	0	1	2	3	1	7	10	1	1	4	3	3	1	1	1	1	1	8	4	8	1	2	1	4	18	13	7	13	8	1	2	1	2	2	2	1	1
1	310	0	2	1	2	1	7	10	1	1	4	3	3	1	1	1	1	1	2	1	8	1	4	3	5	18	4	6	13	8	1	2	1	10	12	9	7	6
1	311	1	3	7	25	1	1	9	11	1	3	3	3	2	1	1	2	2	8	4	3	2	6	6	1	16	8	4	9	4	2	2	11	14	13	13	2	8
1	312	2	4	1	5	1	7	1	10	1	3	3	3	1	3	1	3	4	8	4	3	1	8	5	1	6	4	5	5	2	3	1	10	15	14	14	14	15
1	313	1	4	1	25	1	7	1	10	1	3	3	3	2	1	1	2	1	8	4	3	2	10	7	1	2	4	4	10	4	1	2	10	14	13	11	6	10
1	314	0	1	2	25	1	7	1	10	2	4	3	1	1	1	1	1	1	8	4	8	1	2	1	3	18	1	8	1	2	1	2	10	15	14	14	14	15
1	315	0	3	6	25	1	7	1	10	1	4	3	3	1	1	1	1	1	2	1	8	2	7	5	2	5	4	5	10	5	1	2	10	12	13	12	7	10
1	316	3	6	2	25	1	7	1	10	2	3	2	2	4	1	1	4	3	8	4	1	6	12	7	1	2	10	4	13	8	3	1	10	15	14	14	14	15
1	317	1	2	4	25	1	7	1	10	1	3	3	3	2	1	1	2	1	8	4	3	2	4	6	1	8	8	4	9	5	1	2	10	10	13	9	6	8
1	318	1	1	4	1	1	7	1	10	1	3	3	3	2	1	1	2	1	8	4	3	2	1	3	1	1	9	4	9	7	1	2	10	9	11	11	1	8
1	319	1	5	5	2	1	7	1	10	1	3	3	3	2	1	1	2	4	8	4	3	3	11	5	1	9	8	3	9	3	3	1	10	14	13	13	12	13
1	320	1	2	5	25	1	7	1	10	1	3	3	3	2	1	1	2	1	8	4	3	3	4	5	1	1	10	5	10	6	1	2	10	9	11	10	3	6
1	321	1	4	6	25	1	7	1	10	2	1	2	2	2	1	1	2	1	8	4	9	6	8	3	6	18	13	3	13	8	3	1	10	15	14	14	14	15
1	322	1	2	6	9	1	7	1	10	1	3	3	3	2	1	1	2	1	8	4	3	3	5	3	1	9	7	7	7	4	1	2	10	11	13	11	5	8
1	323	1	2	7	25	1	7	1	10	2	3	2	2	2	1	1	2	1	8	4	3	6	4	6	1	1	7	4	13	8	1	2	10	15	14	14	14	15
1	324	0	3	1	25	1	7	1	10	1	4	3	3	1	1	1	1	1	8	4	8	2	7	1	3	18	2	8	3	2	1	2	10	6	6	3	4	4
1	325	0	1	2	2	1	7	1	10	2	4	3	1	1	1	1	1	1	2	1	8	2	1	3	1	6	13	2	13	8	1	2	10	15	14	14	14	15
1	326	0	2	3	25	1	7	1	10	1	4	3	3	1	1	1	1	2	8	3	7	1	4	5	1	10	4	5	5	3	1	2	10	15	14	14	14	15
1	327	0	2	5	25	1	7	1	10	1	4	3	3	1	1	1	1	1	8	1	8	6	4	5	1	6	5	5	6	4	1	2	10	8	11	4	3	3
1	328	2	6	6	10	1	7	1	10	1	3	3	3	2	2	1	3	3	8	4	3	2	11	3	1	9	6	4	6	2	4	1	10	9	12	11	3	6
1	329	0	4	6	25	1	7	1	10	1	4	3	3	1	1	1	1	1	2	1	8	2	8	3	1	9	6	4	6	2	3	2	10	14	13	10	10	14
1	330	0	4	7	25	1	7	1	10	2	4	3	2	1	1	1	1	1	2	1	8	2	8	3	1	10	6	3	6	2	3	1	10	15	14	14	14	15
1	331	0	3	7	2	1	7	1	10	1	4	3	3	1	1	1	1	2	2	2	7	1	7	5	3	18	1	8	7	3	1	2	10	9	10	11	10	9
1	332	1	1	7	9	1	7	1	10	1	3	3	3	2	1	1	2	1	8	4	3	2	2	1	3	18	7	7	7	6	1	2	10	7	9	11	5	3
1	333	1	1	1	1	1	10	1	9	1	3	3	3	2	1	1	2	1	8	4	3	2	1	3	1	4	8	2	8	7	1	2	9	9	11	11	1	12
1	334	1	3	7	11	1	1	10	3	1	3	3	3	2	1	1	2	1	8	4	3	6	7	6	1	14	3	5	6	3	1	2	3	9	12	12	9	10
1	335	1	2	5	25	1	1	10	3	2	3	3	1	2	1	1	2	1	8	4	3	2	4	1	4	18	1	6	1	1	1	2	3	15	14	14	14	15
1	336	0	2	1	25	1	1	10	3	2	4	3	2	1	1	1	1	2	3	1	7	1	4	5	1	15	3	5	4	3	1	2	3	15	14	14	14	15
1	337	1	2	2	25	1	1	10	3	1	3	3	3	2	1	1	2	2	8	4	3	2	4	3	1	13	2	3	5	3	1	2	3	12	13	10	1	8
1	338	1	3	3	1	1	7	6	3	1	3	3	3	2	1	1	2	2	8	4	3	3	6	3	1	4	8	2	8	4	2	1	3	9	11	12	1	4
1	339	1	3	7	25	1	7	6	3	1	3	3	3	2	1	1	2	1	8	4	3	6	6	6	5	9	2	2	7	3	2	1	3	12	13	7	5	7
1	340	2	4	4	25	1	7	6	3	2	3	3	2	3	1	1	3	2	8	4	2	4	9	7	1	2	13	5	13	8	2	1	3	15	14	14	14	15
1	341	0	2	5	25	1	7	6	3	1	4	3	3	1	1	1	1	1	3	1	8	1	4	6	1	10	4	6	5	3	1	2	3	6	6	2	4	3
1	342	1	3	7	25	1	7	6	3	2	3	3	2	2	1	1	2	1	8	4	3	2	7	7	1	6	4	6	8	3	1	2	3	15	14	14	14	15
1	343	0	1	2	7	1	7	6	3	1	4	3	3	1	1	1	1	1	2	1	8	1	1	3	1	5	8	5	8	7	1	2	3	6	12	10	9	1
1	344	0	2	7	25	1	7	6	3	1	4	3	3	1	1	1	1	1	2	1	8	1	4	5	1	9	5	6	6	4	1	2	3	9	13	7	8	3
1	345	0	2	1	9	1	7	6	3	1	4	3	3	1	1	1	1	1	2	1	8	1	4	6	1	10	5	6	8	5	1	2	3	11	13	11	10	12
1	346	0	2	1	5	1	7	6	3	2	4	3	1	1	1	1	1	1	8	4	8	1	5	1	3	18	13	7	13	8	1	2	3	15	14	14	14	15
1	347	1	6	6	2	1	7	6	3	1	3	3	3	2	1	1	2	2	8	4	3	2	12	5	1	2	13	4	13	8	3	1	3	14	13	12	10	13
1	348	0	1	4	7	1	7	6	3	1	4	3	3	1	1	1	1	1	8	1	8	6	1	1	5	18	1	6	1	2	1	2	3	5	5	3	3	5
1	349	1	2	5	9	1	3	10	3	1	3	3	3	2	1	1	2	1	8	4	3	2	5	1	3	18	4	8	5	3	1	2	3	8	10	7	1	5
1	350	1	5	7	25	1	3	10	3	2	3	3	2	1	1	2	2	1	8	4	3	2	11	1	5	11	4	3	4	1	3	1	3	15	14	14	14	15
1	351	0	3	3	25	1	3	10	3	1	4	3	3	1	1	1	1	1	2	1	8	1	7	6	1	8	6	5	9	4	1	2	3	11	13	11	13	10
1	352	1	7	1	25	1	3	10	3	2	3	3	2	2	1	1	2	1	8	4	3	2	11	7	1	9	7	4	9	2	3	1	3	15	14	14	14	15
1	353	0	4	3	25	1	3	10	3	2	4	3	2	1	1	1	1	2	2	1	7	1	8	3	1	9	6	2	6	2	3	1	3	15	14	14	14	15
1	354	0	1	3	8	1	3	10	3	1	4	3	3	1	1	1	1	1	2	1	8	1	1	3	1	9	2	5	2	3	1	2	3	6	7	8	8	1
